id,code,code_name,f_code,f_time_from,f_time_to,f_price,fees,total_price,from,airport_from,to,airport_to,type
vta16170551620,vta,Vietravel Airlines,VU 319,06:05:00 29/04/2021,07:10:00 29/04/2021,550000,666000,1216000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Kregow (K) - Vé không hoàn
vna16170551660,vna,Vietnam Airlines,VN7821,06:20:00 29/04/2021,07:25:00 29/04/2021,809000,701000,1510000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EC)-L
vna16170551701,vna,Vietnam Airlines,VN7833,06:35:00 29/04/2021,07:40:00 29/04/2021,809000,701000,1510000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EC)-L
vna16170551732,vna,Vietnam Airlines,VN1823,06:55:00 29/04/2021,08:00:00 29/04/2021,809000,701000,1510000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EC)-L
vna16170551773,vna,Pacific Airlines,VN6511,07:05:00 29/04/2021,08:10:00 29/04/2021,859000,706000,1565000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EF)-K
vj16170551801,vj,Vietjet,VJ339,07:30:00 29/04/2021,08:30:00 29/04/2021,1049000,715900,1764900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
qh16170551840,qh,Bamboo Airways,QH1521,09:05:00 29/04/2021,10:05:00 29/04/2021,950000,717000,1667000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco Smart
vna16170551884,vna,Vietnam Airlines,VN7829,09:10:00 29/04/2021,10:15:00 29/04/2021,1009000,721000,1730000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EF)-H
vj16170551912,vj,Vietjet,VJ323,09:30:00 29/04/2021,10:30:00 29/04/2021,889000,699900,1588900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
vna16170551955,vna,Pacific Airlines,VN6513,09:40:00 29/04/2021,10:45:00 29/04/2021,959000,716000,1675000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EF)-H
vna16170551996,vna,Vietnam Airlines,VN1825,09:45:00 29/04/2021,10:50:00 29/04/2021,1329000,753000,2082000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EG)-M
vna16170552027,vna,Vietnam Airlines,VN7823,09:55:00 29/04/2021,11:00:00 29/04/2021,909000,711000,1620000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EF)-K
vj16170552063,vj,Vietjet,VJ325,10:25:00 29/04/2021,11:25:00 29/04/2021,809000,691900,1500900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
vna16170552108,vna,Vietnam Airlines,VN1835,10:30:00 29/04/2021,11:35:00 29/04/2021,1329000,753000,2082000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EG)-M
qh16170552131,qh,Bamboo Airways,QH1525,10:40:00 29/04/2021,11:40:00 29/04/2021,950000,717000,1667000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco Smart
vna16170552179,vna,Pacific Airlines,VN6515,11:45:00 29/04/2021,12:55:00 29/04/2021,859000,706000,1565000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EF)-K
vj16170552214,vj,Vietjet,VJ343,11:55:00 29/04/2021,12:55:00 29/04/2021,649000,675900,1324900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
vna161705522410,vna,Vietnam Airlines,VN1831,12:25:00 29/04/2021,13:30:00 29/04/2021,909000,711000,1620000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EF)-K
vna161705522811,vna,Vietnam Airlines,VN7825,12:30:00 29/04/2021,13:35:00 29/04/2021,809000,701000,1510000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EC)-L
vta16170552321,vta,Vietravel Airlines,VU 301,13:00:00 29/04/2021,14:05:00 29/04/2021,660000,677000,1337000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Lregow (L) - Vé không hoàn
vna161705523512,vna,Vietnam Airlines,VN1827,13:05:00 29/04/2021,14:10:00 29/04/2021,909000,711000,1620000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EF)-K
vj16170552395,vj,Vietjet,VJ331,13:35:00 29/04/2021,14:30:00 29/04/2021,809000,691900,1500900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
vj16170552426,vj,Vietjet,VJ327,13:55:00 29/04/2021,14:55:00 29/04/2021,889000,699900,1588900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
vna161705524613,vna,Pacific Airlines,VN6517,14:05:00 29/04/2021,15:10:00 29/04/2021,859000,706000,1565000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EF)-K
vj16170552507,vj,Vietjet,VJ335,15:00:00 29/04/2021,16:00:00 29/04/2021,729000,683900,1412900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
vna161705525414,vna,Vietnam Airlines,VN1829,15:40:00 29/04/2021,16:45:00 29/04/2021,1009000,721000,1730000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EF)-H
vj16170552578,vj,Vietjet,VJ345,16:00:00 29/04/2021,17:00:00 29/04/2021,809000,691900,1500900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
vta16170552612,vta,Vietravel Airlines,VU 329,17:00:00 29/04/2021,18:10:00 29/04/2021,350000,656000,1006000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eregow (E) - Vé không hoàn
vna161705526415,vna,Vietnam Airlines,VN7831,17:10:00 29/04/2021,18:15:00 29/04/2021,909000,711000,1620000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EF)-K
vj16170552689,vj,Vietjet,VJ329,17:35:00 29/04/2021,18:40:00 29/04/2021,1049000,715900,1764900,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Eco
vna161705527216,vna,Pacific Airlines,VN6519,17:50:00 29/04/2021,18:55:00 29/04/2021,1329000,753000,2082000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EG)-M
vna161705527617,vna,Pacific Airlines,VN6563,18:15:00 29/04/2021,19:20:00 29/04/2021,959000,716000,1675000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EF)-H
vna161705527918,vna,Vietnam Airlines,VN7827,19:30:00 29/04/2021,20:35:00 29/04/2021,1009000,721000,1730000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EF)-H
vna161705528319,vna,Vietnam Airlines,VN7087,20:50:00 29/04/2021,21:55:00 29/04/2021,709000,691000,1400000,TP HCM,Tân Sơn Nhất (SGN),Phú Quốc,Phú Quốc (PQC),Economy (EC)-Q
vj16170552920,vj,Vietjet,VJ320,07:35:00 29/04/2021,08:40:00 29/04/2021,49000,645900,694900,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16170553020,vna,Vietnam Airlines,VN7086,07:55:00 29/04/2021,09:05:00 29/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170553061,vna,Vietnam Airlines,VN7820,08:10:00 29/04/2021,09:20:00 29/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170553102,vna,Vietnam Airlines,VN1822,08:40:00 29/04/2021,09:50:00 29/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170553143,vna,Pacific Airlines,VN6510,08:45:00 29/04/2021,09:55:00 29/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16170553171,vj,Vietjet,VJ338,09:05:00 29/04/2021,10:10:00 29/04/2021,49000,645900,694900,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16170553214,vna,Vietnam Airlines,VN7832,09:20:00 29/04/2021,10:30:00 29/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
qh16170553250,qh,Bamboo Airways,QH1522,10:40:00 29/04/2021,11:40:00 29/04/2021,49000,657000,706000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vta16170553280,vta,Vietravel Airlines,VU 318,10:55:00 29/04/2021,12:00:00 29/04/2021,50000,646000,696000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Aregow (A) - Vé không hoàn
vna16170553325,vna,Vietnam Airlines,VN7828,11:15:00 29/04/2021,12:25:00 29/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170553356,vna,Pacific Airlines,VN6512,11:20:00 29/04/2021,12:20:00 29/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16170553392,vj,Vietjet,VJ322,11:45:00 29/04/2021,12:45:00 29/04/2021,49000,645900,694900,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco
vj16170553433,vj,Vietjet,VJ324,11:55:00 29/04/2021,13:05:00 29/04/2021,49000,645900,694900,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16170553467,vna,Vietnam Airlines,VN7822,11:55:00 29/04/2021,13:05:00 29/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170553508,vna,Vietnam Airlines,VN1824,11:55:00 29/04/2021,13:05:00 29/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170553549,vna,Vietnam Airlines,VN1834,12:25:00 29/04/2021,13:35:00 29/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna161705535710,vna,Pacific Airlines,VN6514,13:35:00 29/04/2021,14:45:00 29/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16170553614,vj,Vietjet,VJ344,14:10:00 29/04/2021,15:15:00 29/04/2021,49000,645900,694900,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco
vna161705536511,vna,Vietnam Airlines,VN1830,14:35:00 29/04/2021,15:45:00 29/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vta16170553681,vta,Vietravel Airlines,VU 300,14:45:00 29/04/2021,16:00:00 29/04/2021,50000,646000,696000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Aregow (A) - Vé không hoàn
vj16170553725,vj,Vietjet,VJ332,15:05:00 29/04/2021,16:10:00 29/04/2021,49000,645900,694900,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco
vna161705537512,vna,Vietnam Airlines,VN1826,15:20:00 29/04/2021,16:30:00 29/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16170553796,vj,Vietjet,VJ326,15:35:00 29/04/2021,16:40:00 29/04/2021,49000,645900,694900,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco
vna161705538313,vna,Vietnam Airlines,VN7824,15:35:00 29/04/2021,16:45:00 29/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna161705538714,vna,Pacific Airlines,VN6516,16:20:00 29/04/2021,17:25:00 29/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16170553907,vj,Vietjet,VJ330,16:35:00 29/04/2021,17:40:00 29/04/2021,49000,645900,694900,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco
vna161705539415,vna,Vietnam Airlines,VN1828,17:25:00 29/04/2021,18:35:00 29/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16170553978,vj,Vietjet,VJ340,17:35:00 29/04/2021,18:40:00 29/04/2021,49000,645900,694900,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco
qh16170554011,qh,Bamboo Airways,QH1526,18:00:00 29/04/2021,19:00:00 29/04/2021,49000,657000,706000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vta16170554052,vta,Vietravel Airlines,VU 328,18:40:00 29/04/2021,19:45:00 29/04/2021,50000,646000,696000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Aregow (A) - Vé không hoàn
vna161705540816,vna,Vietnam Airlines,VN7830,18:55:00 29/04/2021,20:05:00 29/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16170554129,vj,Vietjet,VJ336,19:15:00 29/04/2021,20:15:00 29/04/2021,49000,645900,694900,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Eco
vna161705541517,vna,Pacific Airlines,VN6518,19:30:00 29/04/2021,20:30:00 29/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna161705541918,vna,Vietnam Airlines,VN7826,21:35:00 29/04/2021,22:45:00 29/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna161705542319,vna,Vietnam Airlines,VN7088,22:35:00 29/04/2021,23:45:00 29/04/2021,69000,657000,726000,Phú Quốc,Phú Quốc (PQC),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170554340,vna,Vietnam Airlines,VN7340,06:25:00 29/04/2021,07:40:00 29/04/2021,909000,711000,1620000,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Economy (EF)-K
vna16170554431,vna,Vietnam Airlines,VN1340,07:40:00 29/04/2021,08:55:00 29/04/2021,909000,711000,1620000,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Economy (EF)-K
vna16170554462,vna,Pacific Airlines,VN6200,08:05:00 29/04/2021,09:15:00 29/04/2021,659000,686000,1345000,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Economy (EC)-Q
vj16170554500,vj,Vietjet,VJ694,08:35:00 29/04/2021,09:40:00 29/04/2021,649000,675900,1324900,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Eco
vna16170554533,vna,Vietnam Airlines,VN1342,10:10:00 29/04/2021,11:25:00 29/04/2021,1009000,721000,1730000,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Economy (EF)-H
vna16170554574,vna,Vietnam Airlines,VN1346,12:35:00 29/04/2021,13:50:00 29/04/2021,909000,711000,1620000,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Economy (EF)-K
vj16170554611,vj,Vietjet,VJ698,12:50:00 29/04/2021,13:50:00 29/04/2021,649000,675900,1324900,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Eco
qh16170554640,qh,Bamboo Airways,QH1312,12:55:00 29/04/2021,14:05:00 29/04/2021,699000,692000,1391000,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Eco Smart
vna16170554685,vna,Vietnam Airlines,VN1348,15:50:00 29/04/2021,17:05:00 29/04/2021,909000,711000,1620000,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Economy (EF)-K
vna16170554726,vna,Vietnam Airlines,VN7342,15:55:00 29/04/2021,17:10:00 29/04/2021,909000,711000,1620000,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Economy (EF)-K
vj16170554752,vj,Vietjet,VJ696,16:20:00 29/04/2021,17:20:00 29/04/2021,649000,675900,1324900,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Eco
vj16170554793,vj,Vietjet,VJ690,17:40:00 29/04/2021,18:50:00 29/04/2021,729000,683900,1412900,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Eco
vna16170554827,vna,Vietnam Airlines,VN7346,18:45:00 29/04/2021,20:00:00 29/04/2021,909000,711000,1620000,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Economy (EF)-K
vna16170554868,vna,Pacific Airlines,VN6202,19:35:00 29/04/2021,20:40:00 29/04/2021,959000,716000,1675000,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Economy (EF)-H
vna16170554899,vna,Vietnam Airlines,VN7350,20:40:00 29/04/2021,21:55:00 29/04/2021,909000,711000,1620000,TP HCM,Tân Sơn Nhất (SGN),Nha Trang,Cam Ranh (CXR),Economy (EF)-K
vna16170555060,vna,Vietnam Airlines,VN7341,08:30:00 29/04/2021,09:40:00 29/04/2021,69000,657000,726000,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170555131,vna,Vietnam Airlines,VN1341,09:45:00 29/04/2021,10:55:00 29/04/2021,69000,657000,726000,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16170555160,vj,Vietjet,VJ689,10:15:00 29/04/2021,11:15:00 29/04/2021,38000,644800,682800,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16170555202,vna,Pacific Airlines,VN6201,10:20:00 29/04/2021,11:30:00 29/04/2021,69000,657000,726000,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170555243,vna,Vietnam Airlines,VN1343,12:10:00 29/04/2021,13:20:00 29/04/2021,69000,657000,726000,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16170555271,vj,Vietjet,VJ695,13:05:00 29/04/2021,14:10:00 29/04/2021,38000,644800,682800,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Eco
vj16170555312,vj,Vietjet,VJ699,14:20:00 29/04/2021,15:20:00 29/04/2021,38000,644800,682800,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Eco
qh16170555340,qh,Bamboo Airways,QH1313,14:45:00 29/04/2021,15:55:00 29/04/2021,49000,657000,706000,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vna16170555384,vna,Vietnam Airlines,VN1347,14:55:00 29/04/2021,16:05:00 29/04/2021,69000,657000,726000,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170555425,vna,Vietnam Airlines,VN1349,17:45:00 29/04/2021,18:55:00 29/04/2021,69000,657000,726000,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170555456,vna,Vietnam Airlines,VN7343,18:05:00 29/04/2021,19:15:00 29/04/2021,69000,657000,726000,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16170555493,vj,Vietjet,VJ691,19:25:00 29/04/2021,20:20:00 29/04/2021,38000,644800,682800,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16170555527,vna,Vietnam Airlines,VN7347,20:40:00 29/04/2021,21:50:00 29/04/2021,69000,657000,726000,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170555568,vna,Pacific Airlines,VN6203,21:15:00 29/04/2021,22:25:00 29/04/2021,69000,657000,726000,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170555609,vna,Vietnam Airlines,VN7351,22:45:00 29/04/2021,23:55:00 29/04/2021,69000,657000,726000,Nha Trang,Cam Ranh (CXR),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16170555730,vj,Vietjet,VJ360,05:30:00 29/04/2021,06:25:00 29/04/2021,409000,661900,1070900,TP HCM,Tân Sơn Nhất (SGN),Đà Lạt,Liên Khương (DLI),Eco
vna16170555830,vna,Vietnam Airlines,VN7382,05:45:00 29/04/2021,06:50:00 29/04/2021,809000,701000,1510000,TP HCM,Tân Sơn Nhất (SGN),Đà Lạt,Liên Khương (DLI),Economy (EC)-L
vna16170555861,vna,Vietnam Airlines,VN7380,06:25:00 29/04/2021,07:30:00 29/04/2021,809000,701000,1510000,TP HCM,Tân Sơn Nhất (SGN),Đà Lạt,Liên Khương (DLI),Economy (EC)-L
vna16170555902,vna,Vietnam Airlines,VN1380,06:45:00 29/04/2021,07:50:00 29/04/2021,809000,701000,1510000,TP HCM,Tân Sơn Nhất (SGN),Đà Lạt,Liên Khương (DLI),Economy (EC)-L
qh16170555930,qh,Bamboo Airways,QH1320,09:10:00 29/04/2021,10:05:00 29/04/2021,899000,712000,1611000,TP HCM,Tân Sơn Nhất (SGN),Đà Lạt,Liên Khương (DLI),Eco Smart
vna16170555973,vna,Pacific Airlines,VN6220,10:15:00 29/04/2021,11:20:00 29/04/2021,859000,706000,1565000,TP HCM,Tân Sơn Nhất (SGN),Đà Lạt,Liên Khương (DLI),Economy (EF)-K
vna16170556014,vna,Vietnam Airlines,VN1382,12:35:00 29/04/2021,13:40:00 29/04/2021,809000,701000,1510000,TP HCM,Tân Sơn Nhất (SGN),Đà Lạt,Liên Khương (DLI),Economy (EC)-L
vta16170556040,vta,Vietravel Airlines,VU 358,13:40:00 29/04/2021,14:35:00 29/04/2021,770000,688000,1458000,TP HCM,Tân Sơn Nhất (SGN),Đà Lạt,Liên Khương (DLI),Mregow (M) - Vé không hoàn
vna16170556085,vna,Vietnam Airlines,VN1384,14:50:00 29/04/2021,15:55:00 29/04/2021,709000,691000,1400000,TP HCM,Tân Sơn Nhất (SGN),Đà Lạt,Liên Khương (DLI),Economy (EC)-Q
vna16170556116,vna,Pacific Airlines,VN6224,15:20:00 29/04/2021,16:25:00 29/04/2021,759000,696000,1455000,TP HCM,Tân Sơn Nhất (SGN),Đà Lạt,Liên Khương (DLI),Economy (EC)-L
vna16170556157,vna,Vietnam Airlines,VN7080,15:25:00 29/04/2021,16:30:00 29/04/2021,709000,691000,1400000,TP HCM,Tân Sơn Nhất (SGN),Đà Lạt,Liên Khương (DLI),Economy (EC)-Q
vna16170556188,vna,Vietnam Airlines,VN7384,15:35:00 29/04/2021,16:40:00 29/04/2021,709000,691000,1400000,TP HCM,Tân Sơn Nhất (SGN),Đà Lạt,Liên Khương (DLI),Economy (EC)-Q
vna16170556229,vna,Vietnam Airlines,VN1386,17:50:00 29/04/2021,18:55:00 29/04/2021,809000,701000,1510000,TP HCM,Tân Sơn Nhất (SGN),Đà Lạt,Liên Khương (DLI),Economy (EC)-L
vj16170556261,vj,Vietjet,VJ362,19:40:00 29/04/2021,20:35:00 29/04/2021,1139000,724900,1863900,TP HCM,Tân Sơn Nhất (SGN),Đà Lạt,Liên Khương (DLI),Eco
vj16170556360,vj,Vietjet,VJ361,07:00:00 29/04/2021,07:50:00 29/04/2021,329000,653900,982900,Đà Lạt,Liên Khương (DLI),TP HCM,Tân Sơn Nhất (SGN),Eco
vna16170556450,vna,Vietnam Airlines,VN7383,07:40:00 29/04/2021,08:40:00 29/04/2021,69000,657000,726000,Đà Lạt,Liên Khương (DLI),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170556481,vna,Vietnam Airlines,VN7381,08:15:00 29/04/2021,09:15:00 29/04/2021,69000,657000,726000,Đà Lạt,Liên Khương (DLI),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170556522,vna,Vietnam Airlines,VN1381,08:45:00 29/04/2021,09:45:00 29/04/2021,69000,657000,726000,Đà Lạt,Liên Khương (DLI),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
qh16170556560,qh,Bamboo Airways,QH1321,10:50:00 29/04/2021,11:45:00 29/04/2021,99000,662000,761000,Đà Lạt,Liên Khương (DLI),TP HCM,Tân Sơn Nhất (SGN),Eco Saver
vna16170556593,vna,Pacific Airlines,VN6221,12:35:00 29/04/2021,13:30:00 29/04/2021,69000,657000,726000,Đà Lạt,Liên Khương (DLI),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170556634,vna,Vietnam Airlines,VN1383,14:20:00 29/04/2021,15:20:00 29/04/2021,69000,657000,726000,Đà Lạt,Liên Khương (DLI),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vta16170556660,vta,Vietravel Airlines,VU 359,15:25:00 29/04/2021,16:20:00 29/04/2021,90000,650000,740000,Đà Lạt,Liên Khương (DLI),TP HCM,Tân Sơn Nhất (SGN),Bregow (B) - Vé không hoàn
vna16170556705,vna,Vietnam Airlines,VN1385,16:40:00 29/04/2021,17:40:00 29/04/2021,69000,657000,726000,Đà Lạt,Liên Khương (DLI),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170556746,vna,Pacific Airlines,VN6225,17:00:00 29/04/2021,18:05:00 29/04/2021,69000,657000,726000,Đà Lạt,Liên Khương (DLI),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170556777,vna,Vietnam Airlines,VN7081,17:10:00 29/04/2021,18:10:00 29/04/2021,69000,657000,726000,Đà Lạt,Liên Khương (DLI),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170556818,vna,Vietnam Airlines,VN7385,17:45:00 29/04/2021,18:45:00 29/04/2021,69000,657000,726000,Đà Lạt,Liên Khương (DLI),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vna16170556849,vna,Vietnam Airlines,VN1387,19:40:00 29/04/2021,20:40:00 29/04/2021,69000,657000,726000,Đà Lạt,Liên Khương (DLI),TP HCM,Tân Sơn Nhất (SGN),Economy (EL)-A
vj16170556881,vj,Vietjet,VJ363,21:15:00 29/04/2021,22:10:00 29/04/2021,329000,653900,982900,Đà Lạt,Liên Khương (DLI),TP HCM,Tân Sơn Nhất (SGN),Eco
